name_key,name,ipo_price,listing_date,source_kinds
엔에이치스팩13호,엔에이치스팩13호,2000.0,,subscription
엔에이치스팩14호,엔에이치스팩14호,2000.0,,subscription
엔에이치스팩15호,엔에이치스팩15호,2000.0,,subscription
엔에이치스팩16호,엔에이치스팩16호,2000.0,,subscription
엔에이치스팩17호,엔에이치스팩17호,2000.0,,subscription
엔에이치프라임리츠,엔에이치프라임리츠(유가),5000.0,,subscription
엔에프씨,엔에프씨,13400.0,,subscription
엔젠바이오,엔젠바이오,14000.0,,subscription
엔지켐생명과학,엔지켐생명과학,56000.0,,subscription
엔피디,엔피디,5400.0,,subscription
엘앤씨바이오,엘앤씨바이오,24000.0,,subscription
엘이티,엘이티,7800.0,,subscription
엠아이텍,엠아이텍,4500.0,,subscription
엠코르셋,엠코르셋,11500.0,,subscription
엠투아이,엠투아이,15600.0,,subscription
영림원소프트랩,영림원소프트랩,11500.0,,subscription
오스테오닉,오스테오닉,7700.0,,subscription
오파스넷,오파스넷,11000.0,,subscription
올리패스,올리패스,20000.0,,subscription
올릭스,올릭스,36000.0,,subscription
옵티팜,옵티팜,10000.0,,subscription
와이팜,와이팜,11000.0,,subscription
우양,우양,4200.0,,subscription
우진아이엔에스,우진아이엔에스(유가),15000.0,,subscription
원방테크,원방테크,54300.0,,subscription
웹케시,웹케시,26000.0,,subscription
위더스제약,위더스제약,15900.0,,subscription
위드텍,위드텍,25000.0,,subscription
위세아이텍,위세아이텍,12000.0,,subscription
위지윅스튜디오,위지윅스튜디오,11000.0,,subscription
윌링스,윌링스,12500.0,,subscription
윙입푸드,윙입푸드,2000.0,,subscription
유안타스팩3호,유안타스팩3호,2000.0,,subscription
유안타스팩4호,유안타스팩4호,2000.0,,subscription
유안타스팩5호,유안타스팩5호,2000.0,,subscription
유안타스팩6호,유안타스팩6호,2000.0,,subscription
유진스팩4호,유진스팩4호,2000.0,,subscription
유진스팩5호,유진스팩5호,2000.0,,subscription
유틸렉스,유틸렉스,50000.0,,subscription
이노메트리,이노메트리,26000.0,,subscription
이노테라피,이노테라피,18000.0,,subscription
이루다,이루다,9000.0,,subscription
이리츠코크렙기업,이리츠코크렙기업(유가),5000.0,,subscription
이베스트스팩5호,이베스트스팩5호,2000.0,,subscription
이베스트이안스팩1호,이베스트이안스팩1호,2000.0,,subscription
이엔드디,이엔드디,14400.0,,subscription
이오플로우,이오플로우,19000.0,,subscription
이원다이애그노믹스,이원다이애그노믹스,6500.0,,subscription
이지스레지던스리츠,이지스레지던스리츠(유가),5000.0,,subscription
이지스밸류플러스리츠,이지스밸류플러스리츠(유가),5000.0,,subscription
이지케어텍,이지케어텍,12300.0,,subscription
인바이오,인바이오,5800.0,,subscription
자이에스앤디,자이에스앤디(유가),5200.0,,subscription
전진바이오팜,전진바이오팜,10000.0,,subscription
제노레이,제노레이,23000.0,,subscription
제놀루션,제놀루션,14000.0,,subscription
제이알글로벌리츠,제이알글로벌리츠(유가),5000.0,,subscription
제이앤티씨,제이앤티씨,11000.0,,subscription
제이엘케이인스펙션,제이엘케이인스펙션,9000.0,,subscription
제이티씨,제이티씨(JTC),8500.0,,subscription
제일전기공업,제일전기공업,17000.0,,subscription
제테마,제테마,21000.0,,subscription
젠큐릭스,젠큐릭스,22700.0,,subscription
지노믹트리,지노믹트리,27000.0,,subscription
지누스,지누스(유가),70000.0,,subscription
지티지웰니스,지티지웰니스,11000.0,,subscription
채비,채비(구.대영채비),,,subscription
천랩,천랩,40000.0,,subscription
천보,천보,40000.0,,subscription
카카오게임즈,카카오게임즈,24000.0,,subscription
카페24,카페24,57000.0,,subscription
캐리소프트,캐리소프트,9000.0,,subscription
컴퍼니케이파트너스,컴퍼니케이파트너스,4500.0,,subscription
케어랩스,케어랩스,20000.0,,subscription
케이비스팩17호,케이비스팩17호,2000.0,,subscription
케이비스팩18호,케이비스팩18호,2000.0,,subscription
케이비스팩19호,케이비스팩19호,2000.0,,subscription
케이비스팩20호,케이비스팩20호,2000.0,,subscription
케이엔제이,케이엔제이,11000.0,,subscription
케이프이에스스팩4호,케이프이에스스팩4호,2000.0,,subscription
켄코아에어로스페이스,켄코아에어로스페이스,10000.0,,subscription
코람코에너지플러스리츠,코람코에너지플러스리츠(유가),5000.0,,subscription
코리아센터,코리아센터,18000.0,,subscription
코리아에셋투자증권,코리아에셋투자증권,10000.0,,subscription
코스모로보틱스,코스모로보틱스(구.엑소아틀레트아시아),,,subscription
코윈테크,코윈테크,34500.0,,subscription
퀀타매트릭스,퀀타매트릭스,25500.0,,subscription
크리스에프앤씨,크리스에프앤씨,30000.0,,subscription
클리노믹스,클리노믹스,13900.0,,subscription
키움스팩5호,키움스팩5호,2000.0,,subscription
키움히어로스팩2호,키움히어로스팩2호,,,subscription
태웅로직스,태웅로직스,4500.0,,subscription
티라유텍,티라유텍,12050.0,,subscription
티로보틱스,티로보틱스,16000.0,,subscription
티앤알바이오팹,티앤알바이오팹,18000.0,,subscription
티앤엘,티앤엘,36000.0,,subscription
티에스아이,티에스아이,10000.0,,subscription
티엘비,티엘비,38000.0,,subscription
티움바이오,티움바이오,12000.0,,subscription
티웨이항공,티웨이항공(유가),12000.0,,subscription
파멥신,파멥신,60000.0,,subscription
파워넷,파워넷,6500.0,,subscription
팜스빌,팜스빌,14000.0,,subscription
펌텍코리아,펌텍코리아,190000.0,,subscription
포인트모바일,포인트모바일,15000.0,,subscription
푸드나무,푸드나무,24000.0,,subscription
플레이디,플레이디,8500.0,,subscription
플리토,플리토,26000.0,,subscription
피엔케이피부임상연구센타,피엔케이피부임상연구센타,18300.0,,subscription
피플바이오,피플바이오,20000.0,,subscription
피피아이,피피아이,7000.0,,subscription
핌스,핌스,19000.0,,subscription
하나금융스팩11호,하나금융스팩11호,2000.0,,subscription
하나금융스팩13호,하나금융스팩13호,2000.0,,subscription
하나금융스팩14호,하나금융스팩14호,2000.0,,subscription
하나금융스팩15호,하나금융스팩15호,2000.0,,subscription
하나금융스팩16호,하나금융스팩16호,2000.0,,subscription
하나기술,하나기술,35000.0,,subscription
하나머스트스팩6호,하나머스트스팩6호,2000.0,,subscription
하나제약,하나제약(유가),26000.0,,subscription
하이브,하이브(구.빅히트)(유가),135000.0,,subscription
하이스팩4호,하이스팩4호,2000.0,,subscription
하이스팩5호,하이스팩5호,2000.0,,subscription
한국바이오젠,한국바이오젠,6000.0,,subscription
한국스팩6호,한국스팩6호,2000.0,,subscription
한국스팩7호,한국스팩7호,2000.0,,subscription
한국스팩8호,한국스팩8호,2000.0,,subscription
한국유니온제약,한국유니온제약,18000.0,,subscription
한국파마,한국파마,9000.0,,subscription
한독크린텍,한독크린텍,15100.0,,subscription
한화시스템,한화시스템(유가),12250.0,,subscription
한화에스비아이스팩,한화에스비아이스팩,2000.0,,subscription
한화플러스스팩1호,한화플러스스팩1호,2000.0,,subscription
현대사료,현대사료,6600.0,,subscription
현대에너지솔루션,현대에너지솔루션(유가),18000.0,,subscription
현대오토에버,현대오토에버(유가),48000.0,,subscription
휴네시온,휴네시온,10000.0,,subscription
