strategy_name,term,entry_mode,symbol,name,listing_date,unlock_date,entry_dt,entry_price,exit_dt,exit_price,hold_days_after_entry,ipo_price,ipo_price_source,prev_close_vs_ipo,prev_close_date,entry_price_vs_ipo,gross_ret,net_ret
15D_close_midhold,15D,close,476080,M83,2024-08-22,2024-09-06,2024-09-06,22800.0,2024-09-13,23550.0,5,16000.0,kind,1.63125,2024-09-05,1.425,0.03289473684210531,0.03051943524260836
15D_close_midhold,15D,close,456070,이엔셀,2024-08-23,2024-09-07,2024-09-09,26650.0,2024-09-19,27550.0,5,15300.0,kind,1.6437908496732025,2024-09-06,1.7418300653594772,0.03377110694183871,0.03139378999341469
15D_close_midhold,15D,close,459100,위츠,2024-11-20,2024-12-05,2024-12-05,13000.0,2024-12-12,14010.0,5,6400.0,kind,1.6671875,2024-12-04,2.03125,0.07769230769230773,0.07521398713269933
15D_close_midhold,15D,close,450950,아스테라시스,2025-01-24,2025-02-08,2025-02-10,8650.0,2025-02-17,9720.0,5,4600.0,kind,1.6630434782608696,2025-02-07,1.8804347826086956,0.12369942196531802,0.12111530091295553
15D_close_midhold,15D,close,452450,피아이이,2025-02-04,2025-02-19,2025-02-19,13450.0,2025-02-26,10140.0,5,5000.0,kind,2.554,2025-02-18,2.69,-0.24609665427509297,-0.2478303719126147
15D_close_midhold,15D,close,212710,아이에스티이,2025-02-12,2025-02-27,2025-02-27,17820.0,2025-03-07,11950.0,5,11400.0,kind,1.5201754385964912,2025-02-26,1.563157894736842,-0.32940516273849607,-0.33094729954367685
15D_close_midhold,15D,close,475830,오름테라퓨틱,2025-02-14,2025-03-01,2025-03-04,31500.0,2025-03-11,28050.0,5,20000.0,kind,1.68,2025-02-28,1.575,-0.10952380952380958,-0.11157159759369428
15D_close_midhold,15D,close,463480,모티브링크,2025-02-20,2025-03-07,2025-03-07,9910.0,2025-03-14,11210.0,5,6000.0,kind,1.87,2025-03-06,1.6516666666666666,0.131180625630676,0.12857930039051135
15D_close_midhold,15D,close,479960,위너스,2025-02-24,2025-03-11,2025-03-11,19040.0,2025-03-18,18620.0,5,8500.0,kind,1.723529411764706,2025-03-10,2.24,-0.022058823529411797,-0.024307750896189195
15D_close_midhold,15D,close,393970,대진첨단소재,2025-03-06,2025-03-21,2025-03-21,13840.0,2025-03-28,16900.0,5,9000.0,kind,1.5777777777777777,2025-03-20,1.5377777777777777,0.22109826589595372,0.21829016110011246
15D_close_midhold,15D,close,484810,티엑스알로보틱스,2025-03-20,2025-04-04,2025-04-04,20200.0,2025-04-11,19100.0,5,13500.0,kind,1.7148148148148148,2025-04-03,1.4962962962962962,-0.054455445544554504,-0.05662987185585533
15D_close_midhold,15D,close,098070,한텍,2025-03-20,2025-04-04,2025-04-04,30350.0,2025-04-11,42100.0,5,10800.0,kind,3.0694444444444446,2025-04-03,2.810185185185185,0.38714991762767714,0.3839599513120808
15D_close_midhold,15D,close,448900,한국피아이엠,2025-04-04,2025-04-19,2025-04-21,18220.0,2025-04-28,15180.0,5,11200.0,kind,1.7241071428571428,2025-04-18,1.6267857142857143,-0.16684961580680568,-0.1687655742966766
15D_close_midhold,15D,close,459510,나우로보틱스,2025-05-08,2025-05-23,2025-05-23,27150.0,2025-05-30,28850.0,5,6800.0,kind,4.235294117647059,2025-05-22,3.9926470588235294,0.0626151012891345,0.06017145310339722
